iter	Passed	Remaining
0	151	150987
1	167	83399
2	185	61566
3	203	50591
4	227	45305
5	258	42781
6	287	40821
7	315	39139
8	356	39295
9	397	39339
10	434	39032
11	461	38023
12	482	36599
13	508	35796
14	532	34952
15	554	34127
16	579	33486
17	601	32804
18	619	31992
19	640	31366
20	663	30924
21	690	30706
22	711	30228
23	736	29940
24	758	29564
25	780	29246
26	806	29073
27	823	28572
28	842	28207
29	862	27885
30	879	27491
31	904	27362
32	927	27182
33	954	27111
34	975	26904
35	1003	26862
36	1018	26510
37	1036	26227
38	1055	26001
39	1071	25706
40	1086	25418
41	1106	25233
42	1135	25274
43	1158	25177
44	1173	24901
45	1193	24753
46	1205	24434747	1228	24364848	1250	24274949	1269	24125050	1304	242751	1398	25501
52	1418	25354
53	1442	25264
54	1468	25238
55	1492	25152
56	1517	25109
57	1541	25042
58	1559	24879
59	1584	24820
60	1597	24585
61	1617	24465
62	1639	24385
63	1668	24398
64	1688	24291
65	1705	24141
66	1717	23917
67	1739	23839
6868	1692	228469	1781	23663
70	1804	23617
71	1838	23691
72	1856	23579
73	1877	23499
74	1899	23422
75	1918	23330
76	1938	23237
77	1964	23217
78	1978	23065
79	2003	23040
80	2014	22858
81	2033	22770
82	2051	22661
83	2074	22618
84	2103	22646
85	2132	22658
86	2145	22517
87	2161	22403
88	2180	22321
89	2201	22255
90	2223	22209
91	2237	22082
92	2254	21984
93	2276	21943
94	2296	21876
9595	2247	211696	2338	21768
97	2357	21695
98	2369	21565
99	2391	21523
100	2414	21494
101	2441	21498
102	2452	21358
10103	2399	206710104	2419	206210105	2444	206110106	2462	205510107	2477	2046108	2568	20997
10109	2517	2037110	2609	20896
111	2630	20854
11112	2576	202211113	2594	201611114	2621	201711115	2642	201311116	2658	200611117	2683	20056
118	2699	19988
119	2719	199412120	2733	198512121	2755	198212122	2778	198012123	2803	19804
124	2838	19868
125	2871	19918
126	2899	19929
127	2937	20013
128	2959	19984
129	2984	19970
130	3011	19979
131	3027	19909
132	3053	19903
133	3078	19894
134	3113	19948
135	3137	19933
136	3152	19858
137	3175	19834
138	3205	19854
139	3237	19889
140	3252	19812
141	3276	19797
142	3296	19758
143	3317	19719
144	3335	19668
145	3353	19613
146	3384	19640
147	3408	19620
148	3427	19574
149	3442	19508
150	3458	19443
151	3481	19420
152	3503	19397
153	3537	19434
154	3567	19448
155	3591	19428
156	3624	19459
157	3640	19398
158	3663	19376
159	3683	19336
160	3712	19345
161	3725	19273
162	3743	19220
163	3762	19181
164	3778	19119
165	3787	19026
166	3812	19018
167	3836	18998
168	3868	19022
169	3883	18958
170	3900	18909
171	3925	18895
172	3946	18866
173	3990	18943
174	4024	18973
175	4044	18935
176	4060	18879
177	4088	18881
178	4106	18835
179	4117	18756
180	4135	18714
181	4166	18724
182	4194	18724
183	4212	18680
184	4227	18622
185	4249	18597
186	4276	18593
187	4303	18588
188	4316	18523
189	4337	18489
190	4352	18435
191	4373	18403
192	4391	18360
193	4413	18337
194	4437	18316
195	4456	18278
196	4478	18253
197	4496	18213
198	4515	18175
199	4533	18132
200	4549	18083
201	4561	18019
202	4590	18024
203	4608	17981
204	4624	17935
205	4647	17912
206	4668	17885
207	4693	17872
208	4719	17860
209	4731	17799
210	4752	17772
211	4776	17754
212	4793	17712
213	4817	17693
214	4835	17653
215	4855	17624
216	4883	17620
217	4913	17627
218	4929	17580
219	4948	17543
220	4973	17530
221	4985	17472
222	5008	17451
223	5020	17391
224	5038	17353
225	5058	17324
226	5080	17299
227	5104	17283
228	5132	17281
229	5169	17305
230	5191	17282
231	5215	17263
232	5229	17213
233	5250	17186
234	5272	17164
235	5285	17109
236	5300	17064
237	5317	17025
238	5335	16987
239	5350	16941
240	5369	16911
241	5386	16871
242	5404	16837
243	5424	16806
244	5437	167572245	5460	167372246	5477	16697
247	5498	16673
248	5530	16679
249	5549	16648
250	5568	16618
251	5587	16586
252	5617	16585
253	5643	16576
254	5657	16527
255	5678	16502
256	5690	16451
257	5704	16406
258	5723	16373
259	5744	16350
260	5764	16323
261	5793	16318
262	5816	16300
263	5837	16273
264	5868	16275
265	5887	16244
266	5897	16191
267	5925	16184
268	5945	16157
269	5964	16127
270	5986	16102
271	6004	16071
272	6031	16060
273	6064	16068
274	6095	16070
275	6113	16036
276	6129	15999
277	6158	15994
278	6184	15982
279	6211	15972
280	6245	15980
281	6271	15968
282	6303	15970
283	6329	15956
284	6345	15918
285	6360	15878
286	6389	15873
287	6411	15851
288	6431	15823
289	6459	15815
290	6473	15771
291	6497	15753
292	6520	15733
293	6553	15736
294	6577	15718
295	6606	15712
296	6624	15681
297	6656	15680
298	6688	15680
299	6696	15626
300	6705	15572
301	6714	15518
302	6724	15468
303	6733	15416
304	6741	15362
305	6751	15312
306	6759	152530307	6768	1520308	6847	15312
309	6863	15277
310	6879	15241
311	6894	15204
312	6919	15186
313	6938	15157
314	6961	15138
315	6980	15110
316	6994	15070
317	7021	15058
318	7033	15015
319	7048	14978
320	7063	14940
3321	7055	14856322	7106	14896
3323	7099	14811324	7144	14838
325	7164	14813
326	7187	14792
327	7203	14757
328	7218	14721
3329	7215	146483330	7239	146323331	7265	146193332	7291	146033333	7314	14584
334	7332	14554
335	7361	14547
336	7377	14513
337	7392	14479
338	7413	14455
339	7433	14430
340	7455	14407
341	7471	14375
342	7494	14355
343	7515	14331
344	7538	14311
345	7567	14303
346	7596	14294
347	7609	14256
348	7625	14224
349	7643	14194
350	7665	14173
351	7684	14146
352	7709	14129
353	7726	14099
354	7744	14070
355	7763	14044
356	7782	14017
357	7798	13985
358	7820	13963
359	7839	13936
360	7868	13927
361	7898	13919
362	7927	13911
363	7953	13895
364	7973	13872
365	7994	13848
366	8015	13825
367	8042	13812
368	8062	13786
369	8089	13773
370	8104	13740
371	8125	13717
372	8145	13691
373	8166	13668
374	8188	13647
375	8212	13629
376	8232	13604
377	8250	13576
378	8264	13541
379	8282	13514
380	8299	13483
381	8311	13447
382	8333	13424
383	8356	13405
384	8378	13383
385	8391	13347
386	8409	13321
387	8431	13299
388	8448	13270
389	8474	13255
390	8499	13238
391	8517	13211
392	8537	13186
393	8554	13157
394	8576	13136
395	8596	13112
396	8615	13086
397	8638	13065
398	8651	13032
399	8681	13021
400	8700	12997
401	8715	12964
402	8737	12943
403	8758	12920
404	8772	12888
405	8801	12876
406	8833	12870
407	8862	12859
408	8889	12844
409	8911	12824
410	8936	12807
411	8949	12772
412	8961	12737
413	8973	12702
414	9004	12692
415	9029	12676
416	9043	12643
417	9062	12618
418	9083	12595
419	9106	12575
420	9126	12552
421	9142	12522
422	9164	12501
423	9182	12474
424	9203	12451
425	9223	12428
426	9236	12395
427	9252	12364
428	9280	12351
429	9309	12340
430	9320	12304
431	9341	12281
432	9370	12270
433	9388	12244
434	9415	12229
435	9430	12199
436	9464	12192
437	9492	12179
438	9506	12148
439	9529	12127
440	9545	12100
441	9569	12080
442	9590	12058
443	9604	12027
444	9627	12007
445	9651	11988
446	9671	11964
447	9692	11942
448	9714	11921
449	9737	11901
450	9758	11879
451	9770	11845
452	9789	11820
453	9798	11783
454	9812	11753
455	9830	11727
456	9848	11701
457	9866	11676
458	9885	11651
459	9909	11632
460	9923	11602
461	9944	11580
462	9962	11554
463	9974	11522
464	10000	11505
465	10020	11482
466	10046	11466
467	10065	11441
468	10088	11422
469	10102	11392
470	10120	11367
471	10147	11351
472	10167	11327
473	10183	11300
474	10213	11288
475	10242	11275
476	10287	11279
477	10302	11251
478	10322	11227
479	10338	11200
480	10356	11174
481	10372	11147
482	10402	11134
483	10432	11122
484	10445	11091
485	10467	11070
486	10485	11044
487	10501	11017
488	10518	10992
489	10543	10973
490	10562	10950
491	10583	10927
492	10607	10908
493	10622	10880
494	10641	10856
495	10657	10829
496	10686	10815
497	10717	10803
498	10738	10781
499	10762	10762
500	10780	10737
501	10804	10718
502	10820	10691
503	10846	10673
504	10860	10645
505	10874	10616
506	10888	10587
507	10913	10569
508	10930	10543
509	10958	10529
510	10974	10501
511	10989	10474
512	11015	10457
513	11031	10430
514	11047	10403
515	11061	10375
516	11086	10357
517	11097	10326
518	11115	10302
519	11136	10279
520	11159	10259
521	11176	10234
522	11202	10216
523	11216	10189
524	11232	10162
525	11245	10133
526	11263	10109
527	11281	10085
528	11295	10057
529	11306	10026
530	11322	10000
531	11342	9977
532	11362	9955
533	11380	9931
534	11401	9909
535	11423	9889
536	11435	9859
537	11452	9834
538	11483	9821
539	11497	9794
540	11513	9768
541	11531	9744
542	11546	9717
543	11566	9695
544	11580	9668
545	11595	9641
546	11609	9614
547	11632	9594
548	11644	9565
549	11673	9550
550	11702	9535
551	11722	9513
552	11741	9490
553	11772	9477
554555	11820	94555556	11844	94556557	11861	93557558	11885	93558	11881	9373
559560	11932	93560	11921	9329
561	11948	9312
562	11973	9293
563	11989	9268
564	12014	9250
565	12035	9228
566	12052	9203
567	12069	9179
568	12091	9158
569	12114	9139
570	12127	9111
571	12148	9090
572	12172	9071
573	12196	9051
574	12215	9028
575	12240	9010
576577	12295	89577578	12316	89578579	12330	89579580	12352	8908
581	12372	8885
582	12382	88582583	12415	8843
584	12434	88584585	12453	87585586	12475	87586587	12500	87587588	12524	87588589	12540	87589590	12558	86590591	12578	86591592	12594	86592	12582	8635
593	12594	8608
594	12615	8586
595	12634	8564
596	12661	8546
597	12695	8534
598	12720	8515
599	12734	8489
600	12762	8472
601	12786	8453
602	12799	8427
603	12829	8411
604	12853	8392
605	12870	8367
606	12884	8342
607	12900	8317
608	12915	8292
609	12937	8271
610	12953	8247
611	12976	8226
612	12996	8204
613	13014	8181
614	13035	8160
615	13056	8139
616	13069	8112
617	13089	8090
618619	13142	80619620	13159	80620621	13177	80621622	13201	79622623	13221	79623624	13233	79624625	13256	79625626	13274	78626627	13295	78627	13282	7868
628	13310	7850
629630	13359	78630631	13387	77631632	13405	77632633	13420	77633634	13440	7725
635	13457	77635636	13469	76636637	13495	7657
638	13522	7639
639	13537	7615
640	13558	7593
641	13582	7573
642	13595	7548
643	13607	75643644	13624	7498
645	13638	74645646	13654	74646	13642	7443
647	13665	7423
648	13686	7402
649	13705	7379
650	13723	7357
651	13743	7335
652653	13834	73653	13825	7314
654	13846	7293
655	13860	7268
656	13876	7244
657	13893	7221
658	13918	7202
659	13934	7178
660	13955	7157
663	14058	7113
664	14078	7092
665	14098	7070
666	14118	7048
665	14053	7048
666	14078	7028
667	14105	7010
668	14127	6989
669	14151	6970
670	14176	6951
671	14201	6931
672	14220	6909
673	14244	6889
674	14264	6868
675	14284	6846
676	14298	6821
677	14315	6798
678	14334	6776
679	14355	6755
680	14377	6734
681	14398	6713
682	14420	6692
683	14438	6670
684	14463	6651
685	14478	6627
686	14504	6608
687	14517	6583
688	14533	6560
689	14548	6536
690	14564	6512
691	14577	6488
692	14593	6464
693	14608	6441
694	14621	6416
695	14646	6397
696	14661	6373
697	14686	6354
698	14705	6332
699	14717	6307
700	14737	6286
701	14765	6267
702	14787	6247
703	14807	6225
704	14826	6203
705	14849	6183
706	14876	6165
707	14898	6144
708	14917	6122
709	14939	6102
710	14961	6081
711	14983	6060
712	15010	6042
713	15020	6016
714	15042	5996
715	15066	5976
716	15086	5954
717	15108	5933
718	15138	5916
719	15155	5893
720	15176	5872
721	15198	5852
722	15229	5834
723	15257	5816
724	15279	5795
725	15304	5776
726	15331	5757
727	15361	5739
728	15381	5717
729	15395	5694
730	15405	5669
731	15419	5645
732	15435	5622
733	15453	5600
734	15471	5578
735	15492	5557
736	15514	5536
737	15526	5512
738	15543	5489
739	15563	5468
740	15583	5446
741	15601	5424
742	15623	5404
743	15638	5381
744	15654	5358
745	15674	5336
746	15705	5319
747	15722	5296
74750	15855	52574751	15882	52375752	15906	52175753	15925	5195
753	15794	5153
754	15830	5137
755	15870	5122
756	15895	5102
757	15919	5082
758	15952	5065
759	15985	5048
760	15998	5024
761	16018	5003
762	16032	4980
763	16046	4956
764	16062	4934
765	16076	4911
766	16097	4890
767	16130	4872
768	16156	4853
769	16180	4833
770	16201	4812
771	16226	4792
772	16239	4768
773	16254	4746
774	16289	4729
775	16317	4710
776	16341	4689
777	16357	4667
778	16369	4643
779	16387	4622
780	16408	4601
781	16422	4578
782	16433	4554
783	16448	4531
784	16468	4510
785	16493	4490
786	16510	4468
787	16520	4444
788	16529	4420
789	16546	4398
790	16565	4377
791	16586	4355
792	16608	4335
793	16621	4312
794	16642	4291
795	16669	42779796	16693	4252
797	16721	4232
798	16745	4212
799	16767	4191
800	16795	4172
801	16826	4154
802	16850	4133
803	16875	4113
804	16894	4092
805	16918	4072
806	16956	4055
807	16974	4033
808	16988	4010
809	17020	3992
810	17040	3971
811	17073	3952
812	17093	3931
813	17103	3908
814	17116	3885
815	17131	3862
816	17149	3841
817	17166	3819
818	17185	3798
819	17201	3776
820	17215	37582821	17232	3731
822	17244	37082823	17261	3686
824	17282	3666
825	17300	3644
826	17320	3623
827	17334	3600
828	17351	3579
829	17364	3556
830	17378	3534
831	17399	3513
832	17416	3491
833	17434	3470
834	17453	3448
835	17472	3427
836	17485	3405
837	17500	3383
838	17517	3361
839	17530	3339
840	17547	3317
841	17559	3295
842	17574	3272
843	17593	3251
844	17604	3229
845	17620	3207
846	17637	3186
847	17650	3163
848	17669	3142
849	17687	3121
850	17705	3100
851	17725	3079
852	17745	3058
853	17764	3037
854	17782	3015
855	17801	2994
856	17817	2973
857	17835	2951
858	17870	2933
859	17893	2912
860	17906	2890
861	17920	2868
862	17928	2846
863	17945	2824
864	17958	2802
865	17983	2782
866	18014	2763
867	18033	2742
868	18048	2720
869	18069	2700
870	18088	2678
871	18103	2657
872	18118	2635
873	18136	2614
874	18158	2594
875	18181	2573
876	18195	2551
877	18207	25287878	18227	25087879	18246	24887880	18267	2467
881	18292	2447
882	18304	2425
883	18325	2404
884	18342	23888885	18356	23688886	18380	2341
887	18389	23188888	18407	22988889	18420	22788890	18447	22589891	18481	2237
892	18523	2219
893	18541	2198
894	18563	2177
895	18579	2156
896	18591	2134
897	18612	2114
898	18627	2092
899	18648	2072
900	18674	2051
901	18694	2031
902	18722	2011
903	18737	1989
904	18750	19690905	18769	1947
906	18784	19290907	18804	19090908	18818	18890909	18838	18690910	18863	18491911	18879	18291912	18908	1801
913	18928	1781
914	18944	1759
915	18958	17391916	18973	1717
917	18987	16991918	19000	16791919	19015	1653
920	19035	1632
921	19053	1611
922	19076	1591
923	19089	1570
924	19104	1549
925	19122	1528
926	19138	1507
927	19152	1485
928	19163	1464
929	19180	1443
930	19191	1422
931	19204	1401
932	19219	1380
933	19232	1359
934	19247	1338
935	19263	1317
936	19272	1295
937	19284	1274
938	19296	1253
939	19306	1232
940	19319	1211
941	19330	11994942	19346	1169
943	19359	1148
944	19372	1127
945	19391	1106
946	19406	1086
947	19417	1065
948	19431	1044
949	19442	1023
950	19455	1002
951	19467	9819952	19482	960
953	19497	940
954	19508	919
955	19522	898
956	19534	877
957	19548	857
958	19562	836
959	19574	815
960	19585	794
961	19598	774
962	19612	753
963	19627	732
964	19645	712
965	19669	692
966	19688	671
967	19703	651
968	19719	630
969	19734	610
970	19753	589
971	19767	569
972	19784	549
973	19798	528
974	19815	508
975	19837	487
976	19853	467
977	19870	446
978	19883	426
979	19896	406
980	19911	385
981	19929	365
982	19953	345
983	19973	324
984	19987	3049985	20004	2849986	20018	2639987	20037	243
988	20045	222
989	20053	202
990	20061	182
991	20068	161
992	20076	141
993	20086	121
994	20095	100
995	20104	80
996	20111	60
997	20118	40
998	20126	20
999	20136	0

999	20164	0
